candidate_id,qualification,experience_level,job_role,experience_years,experience_years_filled,experience_was_missing,qualification_course,skills_list,num_skills
196,Master's in Human Resources,Senior,HR,7.0,7.0,False,Master,"['HR Management', 'Recruitment', 'Employee Relations']",3
197,Bachelor's in Computer Science,Mid,C# Developer,3.0,3.0,False,Bachelor,"['C#', '.NET Core', 'Azure', 'SQL Server']",4
198,Bachelor's in Computer Science,Entry,Mobile Developer,1.0,1.0,False,Bachelor,"['Swift', 'iOS', 'Xcode', 'UI', 'UX']",5
199,Master's in Cybersecurity,Senior,Cybersecurity Engineer,7.0,7.0,False,Master,"['Network Security', 'Ethical Hacking', 'SIEM']",3
200,Master's in Business Administration,Mid,Software Project Manager,3.0,3.0,False,Master,"['Agile', 'JIRA', 'Stakeholder Management']",3
201,Master's in Data Science,Senior,Data Scientist,7.0,7.0,False,Master,"['Python', 'R', 'SQL', 'Machine Learning']",4
202,Bachelor's in Design,Entry,Designer,1.0,1.0,False,Bachelor,"['Figma', 'Sketch', 'UI', 'UX', 'Wireframing']",5
203,Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer,3.0,3.0,False,Bachelor,"['Kubernetes', 'Docker', 'GCP', 'CI', 'CD']",5
204,Bachelor's in Information Technology,Entry,Web Developer,1.0,1.0,False,Bachelor,"['JavaScript', 'Node.js', 'Express', 'MongoDB']",4
205,Bachelor's in Computer Science,Mid,Full Stack Python Developer,3.0,3.0,False,Bachelor,"['Python', 'Django', 'PostgreSQL', 'JavaScript']",4
206,Master's in Software Engineering,Senior,Full Stack Java Developer,7.0,7.0,False,Master,"['Java', 'Spring Boot', 'Angular', 'AWS']",4
207,Bachelor's in Game Development,Mid,Game Developer,3.0,3.0,False,Bachelor,"['C++', 'Unreal Engine', 'VR Development']",3
208,Bachelor's in Computer Science,Senior,DevOps Engineer,7.0,7.0,False,Bachelor,"['AWS', 'Terraform', 'Jenkins', 'Linux']",4
209,Bachelor's in Information Technology,Entry,PHP Developer,1.0,1.0,False,Bachelor,"['PHP', 'Symfony', 'MySQL', 'JavaScript']",4
210,Bachelor's in Computer Science,Mid,Blockchain Developer,3.0,3.0,False,Bachelor,"['Solidity', 'Web3', 'Ethereum', 'JavaScript']",4
211,Bachelor's in Computer Science,Entry,Frontend Developer,1.0,1.0,False,Bachelor,"['React', 'TypeScript', 'HTML', 'CSS']",4
212,Bachelor's in Software Engineering,Senior,Backend Developer,7.0,7.0,False,Bachelor,"['Java', 'Spring', 'SQL', 'Microservices']",4
213,Bachelor's in Marketing,Mid,Marketing,3.0,3.0,False,Bachelor,"['Marketing Campaigns', 'Social Media', 'Analytics']",3
214,Master's in Human Resources,Senior,HR,7.0,7.0,False,Master,"['HR Policies', 'Recruitment', 'Training']",3
215,Bachelor's in Computer Science,Mid,C# Developer,3.0,3.0,False,Bachelor,"['C#', 'ASP.NET', 'SQL Server', 'Azure']",4
216,Bachelor's in Computer Science,Entry,Mobile Developer,1.0,1.0,False,Bachelor,"['Swift', 'iOS Development', 'UI', 'UX', 'Core Data']",5
217,Master's in Cybersecurity,Senior,Cybersecurity Engineer,7.0,7.0,False,Master,"['Penetration Testing', 'Firewalls', 'SIEM']",3
218,Master's in Business Administration,Mid,Software Project Manager,3.0,3.0,False,Master,"['Scrum', 'Agile', 'Project Management']",3
219,Master's in Data Science,Entry,Data Analyst,1.0,1.0,False,Master,"['Python', 'Pandas', 'SQL', 'Tableau']",4
220,Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer,7.0,7.0,False,Bachelor,"['Kubernetes', 'Helm', 'AWS', 'Docker']",4
221,Bachelor's in Information Technology,Mid,Web Developer,3.0,3.0,False,Bachelor,"['HTML', 'CSS', 'JavaScript', 'Vue.js']",4
222,PhD in Artificial Intelligence,Senior,AIML,7.0,7.0,False,PhD,"['Python', 'TensorFlow', 'NLP', 'Deep Learning']",4
223,Bachelor's in Software Engineering,Mid,Mobile Developer,3.0,3.0,False,Bachelor,"['Java', 'Kotlin', 'Android SDK', 'REST APIs']",4
224,Bachelor's in Computer Science,Entry,Full Stack Python Developer,1.0,1.0,False,Bachelor,"['Python', 'Flask', 'JavaScript', 'SQL']",4
225,Master's in Software Engineering,Senior,Full Stack Java Developer,7.0,7.0,False,Master,"['Java', 'Spring', 'React', 'AWS']",4
226,Bachelor's in Graphic Design,Mid,Designer,3.0,3.0,False,Bachelor,"['Adobe XD', 'Figma', 'UI', 'UX', 'Prototyping']",5
227,Bachelor's in Statistics,Entry,Data Analyst,1.0,1.0,False,Bachelor,"['SQL', 'R', 'Data Visualization', 'Statistics']",4
228,Bachelor's in Game Development,Mid,Game Developer,3.0,3.0,False,Bachelor,"['C++', 'Unity', 'Game Design', 'VR']",4
229,Bachelor's in Computer Science,Senior,DevOps Engineer,7.0,7.0,False,Bachelor,"['AWS', 'Jenkins', 'Docker', 'Terraform']",4
230,Bachelor's in Information Technology,Entry,PHP Developer,1.0,1.0,False,Bachelor,"['PHP', 'Laravel', 'MySQL', 'JavaScript']",4
231,Master's in Data Science,Mid,Data Scientist,3.0,3.0,False,Master,"['Python', 'TensorFlow', 'Keras', 'NLP']",4
232,Bachelor's in Computer Science,Senior,Blockchain Developer,7.0,7.0,False,Bachelor,"['Solidity', 'Ethereum', 'Web3', 'Blockchain']",4
233,Bachelor's in Computer Science,Mid,Frontend Developer,3.0,3.0,False,Bachelor,"['React', 'JavaScript', 'HTML', 'CSS', 'Redux']",5
234,Bachelor's in Software Engineering,Senior,Backend Developer,7.0,7.0,False,Bachelor,"['Java', 'Hibernate', 'SQL', 'REST APIs']",4
235,Bachelor's in Marketing,Mid,Marketing,3.0,3.0,False,Bachelor,"['Digital Marketing', 'SEO', 'PPC', 'Analytics']",4
236,Master's in Human Resources,Senior,HR,7.0,7.0,False,Master,"['HR Management', 'Recruitment', 'Employee Relations']",3
237,Bachelor's in Computer Science,Mid,C# Developer,3.0,3.0,False,Bachelor,"['C#', '.NET Core', 'Azure', 'SQL Server']",4
238,Bachelor's in Computer Science,Entry,Mobile Developer,1.0,1.0,False,Bachelor,"['Swift', 'iOS', 'Xcode', 'UI', 'UX']",5
239,Master's in Cybersecurity,Senior,Cybersecurity Engineer,7.0,7.0,False,Master,"['Network Security', 'Ethical Hacking', 'SIEM']",3
240,Master's in Business Administration,Mid,Software Project Manager,3.0,3.0,False,Master,"['Agile', 'JIRA', 'Stakeholder Management']",3
241,Master's in Data Science,Senior,Data Scientist,7.0,7.0,False,Master,"['Python', 'R', 'SQL', 'Machine Learning']",4
242,Bachelor's in Design,Entry,Designer,1.0,1.0,False,Bachelor,"['Figma', 'Sketch', 'UI', 'UX', 'Wireframing']",5
243,Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer,3.0,3.0,False,Bachelor,"['Kubernetes', 'Docker', 'GCP', 'CI', 'CD']",5
244,Bachelor's in Information Technology,Entry,Web Developer,1.0,1.0,False,Bachelor,"['JavaScript', 'Node.js', 'Express', 'MongoDB']",4
245,Bachelor's in Computer Science,Mid,Full Stack Python Developer,3.0,3.0,False,Bachelor,"['Python', 'Django', 'PostgreSQL', 'JavaScript']",4
246,Master's in Software Engineering,Senior,Full Stack Java Developer,7.0,7.0,False,Master,"['Java', 'Spring Boot', 'Angular', 'AWS']",4
247,Bachelor's in Game Development,Mid,Game Developer,3.0,3.0,False,Bachelor,"['C++', 'Unreal Engine', 'VR Development']",3
248,Bachelor's in Computer Science,Senior,DevOps Engineer,7.0,7.0,False,Bachelor,"['AWS', 'Terraform', 'Jenkins', 'Linux']",4
249,Bachelor's in Information Technology,Entry,PHP Developer,1.0,1.0,False,Bachelor,"['PHP', 'Symfony', 'MySQL', 'JavaScript']",4
250,Bachelor's in Computer Science,Mid,Blockchain Developer,3.0,3.0,False,Bachelor,"['Solidity', 'Web3', 'Ethereum', 'JavaScript']",4
251,Bachelor's in Computer Science,Entry,Frontend Developer,1.0,1.0,False,Bachelor,"['React', 'TypeScript', 'HTML', 'CSS']",4
252,Bachelor's in Software Engineering,Senior,Backend Developer,7.0,7.0,False,Bachelor,"['Java', 'Spring', 'SQL', 'Microservices']",4
253,Bachelor's in Marketing,Mid,Marketing,3.0,3.0,False,Bachelor,"['Marketing Campaigns', 'Social Media', 'Analytics']",3
254,Master's in Human Resources,Senior,HR,7.0,7.0,False,Master,"['HR Policies', 'Recruitment', 'Training']",3
255,Bachelor's in Computer Science,Mid,C# Developer,3.0,3.0,False,Bachelor,"['C#', 'ASP.NET', 'SQL Server', 'Azure']",4
256,Bachelor's in Computer Science,Entry,Mobile Developer,1.0,1.0,False,Bachelor,"['Swift', 'iOS Development', 'UI', 'UX', 'Core Data']",5
257,Master's in Cybersecurity,Senior,Cybersecurity Engineer,7.0,7.0,False,Master,"['Penetration Testing', 'Firewalls', 'SIEM']",3
258,Master's in Business Administration,Mid,Software Project Manager,3.0,3.0,False,Master,"['Scrum', 'Agile', 'Project Management']",3
259,Master's in Data Science,Entry,Data Analyst,1.0,1.0,False,Master,"['Python', 'Pandas', 'SQL', 'Tableau']",4
260,Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer,7.0,7.0,False,Bachelor,"['Kubernetes', 'Helm', 'AWS', 'Docker']",4
261,Bachelor's in Information Technology,Mid,Web Developer,3.0,3.0,False,Bachelor,"['HTML', 'CSS', 'JavaScript', 'Vue.js']",4
262,PhD in Artificial Intelligence,Senior,AIML,7.0,7.0,False,PhD,"['Python', 'TensorFlow', 'NLP', 'Deep Learning']",4
263,Bachelor's in Software Engineering,Mid,Mobile Developer,3.0,3.0,False,Bachelor,"['Java', 'Kotlin', 'Android SDK', 'REST APIs']",4
264,Bachelor's in Computer Science,Entry,Full Stack Python Developer,1.0,1.0,False,Bachelor,"['Python', 'Flask', 'JavaScript', 'SQL']",4
265,Master's in Software Engineering,Senior,Full Stack Java Developer,7.0,7.0,False,Master,"['Java', 'Spring', 'React', 'AWS']",4
266,Bachelor's in Graphic Design,Mid,Designer,3.0,3.0,False,Bachelor,"['Adobe XD', 'Figma', 'UI', 'UX', 'Prototyping']",5
267,Bachelor's in Statistics,Entry,Data Analyst,1.0,1.0,False,Bachelor,"['SQL', 'R', 'Data Visualization', 'Statistics']",4
268,Bachelor's in Game Development,Mid,Game Developer,3.0,3.0,False,Bachelor,"['C++', 'Unity', 'Game Design', 'VR']",4
269,Bachelor's in Computer Science,Senior,DevOps Engineer,7.0,7.0,False,Bachelor,"['AWS', 'Jenkins', 'Docker', 'Terraform']",4
270,Bachelor's in Information Technology,Entry,PHP Developer,1.0,1.0,False,Bachelor,"['PHP', 'Laravel', 'MySQL', 'JavaScript']",4
271,Master's in Data Science,Mid,Data Scientist,3.0,3.0,False,Master,"['Python', 'TensorFlow', 'Keras', 'NLP']",4
272,Bachelor's in Computer Science,Senior,Blockchain Developer,7.0,7.0,False,Bachelor,"['Solidity', 'Ethereum', 'Web3', 'Blockchain']",4
273,Bachelor's in Computer Science,Mid,Frontend Developer,3.0,3.0,False,Bachelor,"['React', 'JavaScript', 'HTML', 'CSS', 'Redux']",5
274,Bachelor's in Software Engineering,Senior,Backend Developer,7.0,7.0,False,Bachelor,"['Java', 'Hibernate', 'SQL', 'REST APIs']",4
275,Bachelor's in Marketing,Mid,Marketing,3.0,3.0,False,Bachelor,"['Digital Marketing', 'SEO', 'PPC', 'Analytics']",4
276,Master's in Human Resources,Senior,HR,7.0,7.0,False,Master,"['HR Management', 'Recruitment', 'Employee Relations']",3
277,Bachelor's in Computer Science,Mid,C# Developer,3.0,3.0,False,Bachelor,"['C#', '.NET Core', 'Azure', 'SQL Server']",4
278,Bachelor's in Computer Science,Entry,Mobile Developer,1.0,1.0,False,Bachelor,"['Swift', 'iOS', 'Xcode', 'UI', 'UX']",5
279,Master's in Cybersecurity,Senior,Cybersecurity Engineer,7.0,7.0,False,Master,"['Network Security', 'Ethical Hacking', 'SIEM']",3
280,Master's in Business Administration,Mid,Software Project Manager,3.0,3.0,False,Master,"['Agile', 'JIRA', 'Stakeholder Management']",3
281,Master's in Data Science,Senior,Data Scientist,7.0,7.0,False,Master,"['Python', 'R', 'SQL', 'Machine Learning']",4
282,Bachelor's in Design,Entry,Designer,1.0,1.0,False,Bachelor,"['Figma', 'Sketch', 'UI', 'UX', 'Wireframing']",5
283,Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer,3.0,3.0,False,Bachelor,"['Kubernetes', 'Docker', 'GCP', 'CI', 'CD']",5
284,Bachelor's in Information Technology,Entry,Web Developer,1.0,1.0,False,Bachelor,"['JavaScript', 'Node.js', 'Express', 'MongoDB']",4
285,Bachelor's in Computer Science,Mid,Full Stack Python Developer,3.0,3.0,False,Bachelor,"['Python', 'Django', 'PostgreSQL', 'JavaScript']",4
286,Master's in Software Engineering,Senior,Full Stack Java Developer,7.0,7.0,False,Master,"['Java', 'Spring Boot', 'Angular', 'AWS']",4
287,Bachelor's in Game Development,Mid,Game Developer,3.0,3.0,False,Bachelor,"['C++', 'Unreal Engine', 'VR Development']",3
288,Bachelor's in Computer Science,Senior,DevOps Engineer,7.0,7.0,False,Bachelor,"['AWS', 'Terraform', 'Jenkins', 'Linux']",4
289,Bachelor's in Information Technology,Entry,PHP Developer,1.0,1.0,False,Bachelor,"['PHP', 'Symfony', 'MySQL', 'JavaScript']",4
290,Bachelor's in Computer Science,Mid,Blockchain Developer,3.0,3.0,False,Bachelor,"['Solidity', 'Web3', 'Ethereum', 'JavaScript']",4
291,Bachelor's in Computer Science,Entry,Frontend Developer,1.0,1.0,False,Bachelor,"['React', 'TypeScript', 'HTML', 'CSS']",4
292,Bachelor's in Software Engineering,Senior,Backend Developer,7.0,7.0,False,Bachelor,"['Java', 'Spring', 'SQL', 'Microservices']",4
293,Bachelor's in Marketing,Mid,Marketing,3.0,3.0,False,Bachelor,"['Marketing Campaigns', 'Social Media', 'Analytics']",3
294,Master's in Human Resources,Senior,HR,7.0,7.0,False,Master,"['HR Policies', 'Recruitment', 'Training']",3
295,Bachelor's in Computer Science,Mid,C# Developer,3.0,3.0,False,Bachelor,"['C#', 'ASP.NET', 'SQL Server', 'Azure']",4
296,Bachelor's in Computer Science,Entry,Mobile Developer,1.0,1.0,False,Bachelor,"['Swift', 'iOS Development', 'UI', 'UX', 'Core Data']",5
297,Master's in Cybersecurity,Senior,Cybersecurity Engineer,7.0,7.0,False,Master,"['Penetration Testing', 'Firewalls', 'SIEM']",3
298,Master's in Business Administration,Mid,Software Project Manager,3.0,3.0,False,Master,"['Scrum', 'Agile', 'Project Management']",3
299,Master's in Data Science,Entry,Data Analyst,1.0,1.0,False,Master,"['Python', 'Pandas', 'SQL', 'Tableau']",4
300,Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer,7.0,7.0,False,Bachelor,"['Kubernetes', 'Helm', 'AWS', 'Docker']",4
301,Bachelor's in Information Technology,Mid,Web Developer,3.0,3.0,False,Bachelor,"['HTML', 'CSS', 'JavaScript', 'Vue.js']",4
302,PhD in Artificial Intelligence,Senior,AIML,7.0,7.0,False,PhD,"['Python', 'TensorFlow', 'NLP', 'Deep Learning']",4
303,Bachelor's in Software Engineering,Mid,Mobile Developer,3.0,3.0,False,Bachelor,"['Java', 'Kotlin', 'Android SDK', 'REST APIs']",4
304,Bachelor's in Computer Science,Entry,Full Stack Python Developer,1.0,1.0,False,Bachelor,"['Python', 'Flask', 'JavaScript', 'SQL']",4
305,Master's in Software Engineering,Senior,Full Stack Java Developer,7.0,7.0,False,Master,"['Java', 'Spring', 'React', 'AWS']",4
306,Bachelor's in Graphic Design,Mid,Designer,3.0,3.0,False,Bachelor,"['Adobe XD', 'Figma', 'UI', 'UX', 'Prototyping']",5
307,Bachelor's in Statistics,Entry,Data Analyst,1.0,1.0,False,Bachelor,"['SQL', 'R', 'Data Visualization', 'Statistics']",4
308,Bachelor's in Game Development,Mid,Game Developer,3.0,3.0,False,Bachelor,"['C++', 'Unity', 'Game Design', 'VR']",4
309,Bachelor's in Computer Science,Senior,DevOps Engineer,7.0,7.0,False,Bachelor,"['AWS', 'Jenkins', 'Docker', 'Terraform']",4
310,Bachelor's in Information Technology,Entry,PHP Developer,1.0,1.0,False,Bachelor,"['PHP', 'Laravel', 'MySQL', 'JavaScript']",4
311,Master's in Data Science,Mid,Data Scientist,3.0,3.0,False,Master,"['Python', 'TensorFlow', 'Keras', 'NLP']",4
312,Bachelor's in Computer Science,Senior,Blockchain Developer,7.0,7.0,False,Bachelor,"['Solidity', 'Ethereum', 'Web3', 'Blockchain']",4
313,Bachelor's in Computer Science,Mid,Frontend Developer,3.0,3.0,False,Bachelor,"['React', 'JavaScript', 'HTML', 'CSS', 'Redux']",5
314,Bachelor's in Software Engineering,Senior,Backend Developer,7.0,7.0,False,Bachelor,"['Java', 'Hibernate', 'SQL', 'REST APIs']",4
315,Bachelor's in Marketing,Mid,Marketing,3.0,3.0,False,Bachelor,"['Digital Marketing', 'SEO', 'PPC', 'Analytics']",4
316,Master's in Human Resources,Senior,HR,7.0,7.0,False,Master,"['HR Management', 'Recruitment', 'Employee Relations']",3
317,Bachelor's in Computer Science,Mid,C# Developer,3.0,3.0,False,Bachelor,"['C#', '.NET Core', 'Azure', 'SQL Server']",4
318,Bachelor's in Computer Science,Entry,Mobile Developer,1.0,1.0,False,Bachelor,"['Swift', 'iOS', 'Xcode', 'UI', 'UX']",5
319,Master's in Cybersecurity,Senior,Cybersecurity Engineer,7.0,7.0,False,Master,"['Network Security', 'Ethical Hacking', 'SIEM']",3
320,Master's in Business Administration,Mid,Software Project Manager,3.0,3.0,False,Master,"['Agile', 'JIRA', 'Stakeholder Management']",3
321,Master's in Data Science,Senior,Data Scientist,7.0,7.0,False,Master,"['Python', 'R', 'SQL', 'Machine Learning']",4
322,Bachelor's in Design,Entry,Designer,1.0,1.0,False,Bachelor,"['Figma', 'Sketch', 'UI', 'UX', 'Wireframing']",5
323,Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer,3.0,3.0,False,Bachelor,"['Kubernetes', 'Docker', 'GCP', 'CI', 'CD']",5
324,Bachelor's in Information Technology,Entry,Web Developer,1.0,1.0,False,Bachelor,"['JavaScript', 'Node.js', 'Express', 'MongoDB']",4
325,Bachelor's in Computer Science,Mid,Full Stack Python Developer,3.0,3.0,False,Bachelor,"['Python', 'Django', 'PostgreSQL', 'JavaScript']",4
326,Master's in Software Engineering,Senior,Full Stack Java Developer,7.0,7.0,False,Master,"['Java', 'Spring Boot', 'Angular', 'AWS']",4
327,Bachelor's in Game Development,Mid,Game Developer,3.0,3.0,False,Bachelor,"['C++', 'Unreal Engine', 'VR Development']",3
328,Bachelor's in Computer Science,Senior,DevOps Engineer,7.0,7.0,False,Bachelor,"['AWS', 'Terraform', 'Jenkins', 'Linux']",4
329,Bachelor's in Information Technology,Entry,PHP Developer,1.0,1.0,False,Bachelor,"['PHP', 'Symfony', 'MySQL', 'JavaScript']",4
330,Bachelor's in Computer Science,Mid,Blockchain Developer,3.0,3.0,False,Bachelor,"['Solidity', 'Web3', 'Ethereum', 'JavaScript']",4
331,Bachelor's in Computer Science,Entry,Frontend Developer,1.0,1.0,False,Bachelor,"['React', 'TypeScript', 'HTML', 'CSS']",4
332,Bachelor's in Software Engineering,Senior,Backend Developer,7.0,7.0,False,Bachelor,"['Java', 'Spring', 'SQL', 'Microservices']",4
333,Bachelor's in Marketing,Mid,Marketing,3.0,3.0,False,Bachelor,"['Marketing Campaigns', 'Social Media', 'Analytics']",3
334,Master's in Human Resources,Senior,HR,7.0,7.0,False,Master,"['HR Policies', 'Recruitment', 'Training']",3
335,Bachelor's in Computer Science,Mid,C# Developer,3.0,3.0,False,Bachelor,"['C#', 'ASP.NET', 'SQL Server', 'Azure']",4
336,Bachelor's in Computer Science,Entry,Mobile Developer,1.0,1.0,False,Bachelor,"['Swift', 'iOS Development', 'UI', 'UX', 'Core Data']",5
337,Master's in Cybersecurity,Senior,Cybersecurity Engineer,7.0,7.0,False,Master,"['Penetration Testing', 'Firewalls', 'SIEM']",3
338,Master's in Business Administration,Mid,Software Project Manager,3.0,3.0,False,Master,"['Scrum', 'Agile', 'Project Management']",3
339,Master's in Data Science,Entry,Data Analyst,1.0,1.0,False,Master,"['Python', 'Pandas', 'SQL', 'Tableau']",4
340,Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer,7.0,7.0,False,Bachelor,"['Kubernetes', 'Helm', 'AWS', 'Docker']",4
341,Bachelor's in Information Technology,Mid,Web Developer,3.0,3.0,False,Bachelor,"['HTML', 'CSS', 'JavaScript', 'Vue.js']",4
342,PhD in Artificial Intelligence,Senior,AIML,7.0,7.0,False,PhD,"['Python', 'TensorFlow', 'NLP', 'Deep Learning']",4
343,Bachelor's in Software Engineering,Mid,Mobile Developer,3.0,3.0,False,Bachelor,"['Java', 'Kotlin', 'Android SDK', 'REST APIs']",4
344,Bachelor's in Computer Science,Entry,Full Stack Python Developer,1.0,1.0,False,Bachelor,"['Python', 'Flask', 'JavaScript', 'SQL']",4
345,Master's in Software Engineering,Senior,Full Stack Java Developer,7.0,7.0,False,Master,"['Java', 'Spring', 'React', 'AWS']",4
346,Bachelor's in Graphic Design,Mid,Designer,3.0,3.0,False,Bachelor,"['Adobe XD', 'Figma', 'UI', 'UX', 'Prototyping']",5
347,Bachelor's in Statistics,Entry,Data Analyst,1.0,1.0,False,Bachelor,"['SQL', 'R', 'Data Visualization', 'Statistics']",4
348,Bachelor's in Game Development,Mid,Game Developer,3.0,3.0,False,Bachelor,"['C++', 'Unity', 'Game Design', 'VR']",4
349,Bachelor's in Computer Science,Senior,DevOps Engineer,7.0,7.0,False,Bachelor,"['AWS', 'Jenkins', 'Docker', 'Terraform']",4
350,Bachelor's in Information Technology,Entry,PHP Developer,1.0,1.0,False,Bachelor,"['PHP', 'Laravel', 'MySQL', 'JavaScript']",4
351,Master's in Data Science,Mid,Data Scientist,3.0,3.0,False,Master,"['Python', 'TensorFlow', 'Keras', 'NLP']",4
352,Bachelor's in Computer Science,Senior,Blockchain Developer,7.0,7.0,False,Bachelor,"['Solidity', 'Ethereum', 'Web3', 'Blockchain']",4
353,Bachelor's in Computer Science,Mid,Frontend Developer,3.0,3.0,False,Bachelor,"['React', 'JavaScript', 'HTML', 'CSS', 'Redux']",5
354,Bachelor's in Software Engineering,Senior,Backend Developer,7.0,7.0,False,Bachelor,"['Java', 'Hibernate', 'SQL', 'REST APIs']",4
355,Bachelor's in Marketing,Mid,Marketing,3.0,3.0,False,Bachelor,"['Digital Marketing', 'SEO', 'PPC', 'Analytics']",4
356,Master's in Human Resources,Senior,HR,7.0,7.0,False,Master,"['HR Management', 'Recruitment', 'Employee Relations']",3
357,Bachelor's in Computer Science,Mid,C# Developer,3.0,3.0,False,Bachelor,"['C#', '.NET Core', 'Azure', 'SQL Server']",4
358,Bachelor's in Computer Science,Entry,Mobile Developer,1.0,1.0,False,Bachelor,"['Swift', 'iOS', 'Xcode', 'UI', 'UX']",5
359,Master's in Cybersecurity,Senior,Cybersecurity Engineer,7.0,7.0,False,Master,"['Network Security', 'Ethical Hacking', 'SIEM']",3
360,Master's in Business Administration,Mid,Software Project Manager,3.0,3.0,False,Master,"['Agile', 'JIRA', 'Stakeholder Management']",3
361,Master's in Data Science,Senior,Data Scientist,7.0,7.0,False,Master,"['Python', 'R', 'SQL', 'Machine Learning']",4
362,Bachelor's in Design,Entry,Designer,1.0,1.0,False,Bachelor,"['Figma', 'Sketch', 'UI', 'UX', 'Wireframing']",5
363,Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer,3.0,3.0,False,Bachelor,"['Kubernetes', 'Docker', 'GCP', 'CI', 'CD']",5
364,Bachelor's in Information Technology,Entry,Web Developer,1.0,1.0,False,Bachelor,"['JavaScript', 'Node.js', 'Express', 'MongoDB']",4
365,Bachelor's in Computer Science,Mid,Full Stack Python Developer,3.0,3.0,False,Bachelor,"['Python', 'Django', 'PostgreSQL', 'JavaScript']",4
366,Master's in Software Engineering,Senior,Full Stack Java Developer,7.0,7.0,False,Master,"['Java', 'Spring Boot', 'Angular', 'AWS']",4
367,Bachelor's in Game Development,Mid,Game Developer,3.0,3.0,False,Bachelor,"['C++', 'Unreal Engine', 'VR Development']",3
368,Bachelor's in Computer Science,Senior,DevOps Engineer,7.0,7.0,False,Bachelor,"['AWS', 'Terraform', 'Jenkins', 'Linux']",4
369,Bachelor's in Information Technology,Entry,PHP Developer,1.0,1.0,False,Bachelor,"['PHP', 'Symfony', 'MySQL', 'JavaScript']",4
370,Bachelor's in Computer Science,Mid,Blockchain Developer,3.0,3.0,False,Bachelor,"['Solidity', 'Web3', 'Ethereum', 'JavaScript']",4
371,Bachelor's in Computer Science,Entry,Frontend Developer,1.0,1.0,False,Bachelor,"['React', 'TypeScript', 'HTML', 'CSS']",4
372,Bachelor's in Software Engineering,Senior,Backend Developer,7.0,7.0,False,Bachelor,"['Java', 'Spring', 'SQL', 'Microservices']",4
373,Bachelor's in Marketing,Mid,Marketing,3.0,3.0,False,Bachelor,"['Marketing Campaigns', 'Social Media', 'Analytics']",3
374,Master's in Human Resources,Senior,HR,7.0,7.0,False,Master,"['HR Policies', 'Recruitment', 'Training']",3
375,Bachelor's in Computer Science,Mid,C# Developer,3.0,3.0,False,Bachelor,"['C#', 'ASP.NET', 'SQL Server', 'Azure']",4
376,Bachelor's in Computer Science,Entry,Mobile Developer,1.0,1.0,False,Bachelor,"['Swift', 'iOS Development', 'UI', 'UX', 'Core Data']",5
377,Master's in Cybersecurity,Senior,Cybersecurity Engineer,7.0,7.0,False,Master,"['Penetration Testing', 'Firewalls', 'SIEM']",3
378,Master's in Business Administration,Mid,Software Project Manager,3.0,3.0,False,Master,"['Scrum', 'Agile', 'Project Management']",3
379,Master's in Data Science,Entry,Data Analyst,1.0,1.0,False,Master,"['Python', 'Pandas', 'SQL', 'Tableau']",4
380,Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer,7.0,7.0,False,Bachelor,"['Kubernetes', 'Helm', 'AWS', 'Docker']",4
381,Bachelor's in Information Technology,Mid,Web Developer,3.0,3.0,False,Bachelor,"['HTML', 'CSS', 'JavaScript', 'Vue.js']",4
382,PhD in Artificial Intelligence,Senior,AIML,7.0,7.0,False,PhD,"['Python', 'TensorFlow', 'NLP', 'Deep Learning']",4
383,Bachelor's in Software Engineering,Mid,Mobile Developer,3.0,3.0,False,Bachelor,"['Java', 'Kotlin', 'Android SDK', 'REST APIs']",4
384,Bachelor's in Computer Science,Entry,Full Stack Python Developer,1.0,1.0,False,Bachelor,"['Python', 'Flask', 'JavaScript', 'SQL']",4
385,Master's in Software Engineering,Senior,Full Stack Java Developer,7.0,7.0,False,Master,"['Java', 'Spring', 'React', 'AWS']",4
386,Bachelor's in Graphic Design,Mid,Designer,3.0,3.0,False,Bachelor,"['Adobe XD', 'Figma', 'UI', 'UX', 'Prototyping']",5
387,Bachelor's in Statistics,Entry,Data Analyst,1.0,1.0,False,Bachelor,"['SQL', 'R', 'Data Visualization', 'Statistics']",4
388,Bachelor's in Game Development,Mid,Game Developer,3.0,3.0,False,Bachelor,"['C++', 'Unity', 'Game Design', 'VR']",4
389,Bachelor's in Computer Science,Senior,DevOps Engineer,7.0,7.0,False,Bachelor,"['AWS', 'Jenkins', 'Docker', 'Terraform']",4
390,Bachelor's in Information Technology,Entry,PHP Developer,1.0,1.0,False,Bachelor,"['PHP', 'Laravel', 'MySQL', 'JavaScript']",4
391,Master's in Data Science,Mid,Data Scientist,3.0,3.0,False,Master,"['Python', 'TensorFlow', 'Keras', 'NLP']",4
392,Bachelor's in Computer Science,Senior,Blockchain Developer,7.0,7.0,False,Bachelor,"['Solidity', 'Ethereum', 'Web3', 'Blockchain']",4
